ind	father	mother	sex
352563	15001	15002	1
352565	76768	76769	1
352566	94616	94617	2
352610	677586	677587	1
352611	30128	30129	2
352658	80352	97771	2
352659	38005	38006	1
352660	352661	352662	2
352768	11091	11092	1
352803	256989	256990	1
352804	256983	256984	2
352850	405280	405281	1
352851	23035	23036	2
352967	44671	203653	2
353031	81066	201648	1
353079	31735	31736	1
353080	351193	351194	2
353138	42630	42631	2
353139	608175	608177	1
353276	23596	23597	1
353277	18822	18823	2
353307	94007	94008	1
353308	67077	67078	2
353437	256210	256211	2
353532	86003	86004	2
353579	96895	96896	2
353590	94745	94746	1
353597	15843	15844	2
353685	17820	17821	2
353735	57417	57418	1
353736	50994	50995	2
353933	274480	274481	2
353974	97683	97684	2
354033	257898	257899	1
354034	260622	260623	2
354110	354118	354119	1
354120	105684	105685	1
354121	39272	39273	2
354506	81648	81649	2
354585	11031	11032	1
354695	48301	11983	1
358676	15817	15818	1
358861	119395	119396	2
362255	279776	279777	1
362644	24914	24915	2
400201	41826	41827	2
402070	19781	19782	1
402071	19771	19772	2
404464	19729	19730	1
404502	96597	96598	1
404544	18157	18158	2
404557	101686	101687	1
404597	81688	81689	2
404704	39011	61607	1
404840	92879	92880	1
404841	37373	37374	2
404865	15031	15032	1
404866	100921	100922	2
404876	42584	42585	1
404877	19781	19782	2
404885	56726	56727	1
404937	76780	404944	1
404938	99174	99175	2
404956	76394	76395	2
405010	79859	79860	1
405014	105716	105717	1
405030	79779	79780	1
405045	77296	77297	2
405047	101072	101073	2
405064	625695	625696	1
405080	60529	44682	1
405084	38971	38972	1
405085	604370	604371	2
405097	62043	62044	2
405113	15400	15401	2
405162	62425	62426	1
405163	405164	405165	2
405171	110928	110929	2
405200	53743	53744	2
405232	200197	200198	2
405237	269022	269023	1
405238	301688	301689	2
405273	405280	405281	2
405279	120746	120747	2
408193	408199	408200	1
408307	225165	225166	1
408311	408315	408316	1
409292	31695	200750	1
411505	606458	606459	2
411832	350583	350584	1
419877	22500	22501	1
421020	421010	421011	1
421021	675719	675720	2
432296	650094	753514	1
442561	442563	442564	1
442585	442587	442588	1
442777	91199	91200	1
442778	462408	462409	2
450464	450469	450470	2
450468	13246	13247	2
451664	43247	43248	1
451855	255203	255204	2
452002	617673	617674	1
452662	105642	105643	2
452737	94727	94728	1
452739	252152	252153	1
452799	43211	43212	2
452922	35937	119279	1
452934	609806	609807	1
452935	602390	602391	2
456050	32355	32356	2
458284	54596	54597	1
458366	352089	352090	2
460161	57968	63352	1
460162	619542	619543	2
461540	50956	50957	2
461588	63991	461590	2
462640	462641	462642	2
464426	600119	600120	2
468048	78350	78351	2
473484	472542	472543	2
475344	31661	475346	2
480190	15037	15038	2
550512	19250	19251	2
550928	12593	12594	2
551016	78362	78363	1
551019	51554	51555	2
551023	31849	31850	2
551074	87368	87369	2
551339	67111	67112	2
551340	203657	78844	1
551347	99255	99256	1
551348	94745	94746	2
551361	51781	51782	1
551544	96927	255430	1
551647	551657	551658	2
551748	252230	252231	1
551778	46264	46265	1
551779	27133	27134	2
551920	81448	81449	2
551934	50972	50973	1
551935	51879	51880	2
551938	19204	19205	1
551943	19202	19203	1
551988	38021	38022	1
551990	86509	86510	1
551991	406915	406916	2
552194	53719	53720	2
600112	31855	31856	2
600118	600119	600120	2
600129	11471	11472	2
600131	43151	43152	1
600134	118278	118279	2
600583	32770	32771	2
602066	79831	79832	1
602067	14440	14441	2
602071	78286	26889	2
602205	100901	100902	1
602206	602207	602208	2
602715	15039	15040	1
602719	19913	19914	2
602744	602745	602746	2
602779	44990	44991	1
602781	41380	41381	1
602782	57968	63352	2
602787	44717	44718	2
602875	251040	251041	1
602882	452718	452719	2
602883	625695	625696	1
602884	105676	105677	2
603082	23035	23036	2
603545	551461	59697	2
603645	217297	603653	2
603885	31855	31856	2
604154	76555	76556	1
604199	604205	604206	1
604200	87350	87351	2
604386	94614	94615	1
604391	100611	100612	2
604499	253461	253462	1
604578	119280	119281	1
605208	62017	102804	1
605213	52536	751302	2
605393	67073	67074	1
605394	67075	42583	2
605450	12529	12530	1
605510	51913	51914	1
605757	51566	93556	2
605858	46663	46664	2
605864	201009	44303	2
605923	41614	41615	1
606055	93997	93998	1
606215	606216	606217	2
606380	606384	606385	1
606456	75121	75122	1
606548	119389	119390	1
606549	262693	262694	2
606962	250612	250613	1
607117	63373	63374	2
607122	22740	604078	2
607123	11575	11576	1
607139	254584	254585	2
607200	252271	252272	2
607208	205449	205450	2
607210	93698	93699	1
607224	55202	10173	1
607343	606458	606459	2
607439	607441	607442	1
607440	55553	55554	2
607509	100919	100920	2
607557	262331	262332	1
607563	38971	38972	1
607635	19202	19203	2
607678	19272	19273	2
607719	46771	46772	1
607735	82201	82202	2
607756	607761	607762	2
607805	76539	76540	1
607815	250396	250397	1
607816	99460	99461	2
607829	112096	112097	1
607830	87211	87212	2
608066	15364	48077	2
608164	252283	608168	2
608165	252273	252274	1
608233	350553	350554	1
608235	404666	404667	1
608317	608319	608320	1
608368	618621	618622	1
608369	618623	618624	2
608523	99712	99713	1
608538	46246	46247	1
608959	76800	76801	1
609019	15037	15038	2
609200	39619	33513	2
609232	56644	56645	2
609495	257898	257899	1
609496	81630	81631	2
609564	94727	94728	1
609672	50060	50061	1
609802	609806	609807	1
609817	255885	255886	2
609933	31723	31724	1
610240	79215	79216	2
610403	96523	96524	1
610439	606384	606905	1
610533	67075	201079	1
610534	56644	56645	2
610556	351705	351706	1
610557	351810	351811	2
610679	39370	39371	2
610680	54384	54385	1
610727	551542	551543	2
610771	96814	96815	2
611103	31592	31593	2
611140	650131	86446	1
611141	37106	37107	2
611502	67043	67044	1
611669	611674	611675	2
611672	13874	13875	1
611840	42644	24178	2
612065	67047	67048	2
612118	87356	87357	1
612130	602390	602391	1
612131	119718	119719	2
612148	256260	256261	1
612149	96567	96568	2
612291	51510	111929	1
612292	49675	49676	2
612296	27093	27094	1
612297	52482	52483	2
612318	66880	66881	1
612524	63896	63897	2
612612	84358	84359	2
613226	613228	613229	1
613231	76269	76270	2
613285	118278	118279	2
613600	15350	15351	1
613698	81130	81131	1
614164	52630	56611	1
614165	39601	614167	2
614315	79875	79876	1
614326	37128	37129	2
614766	43151	43152	1
614767	254618	254619	2
615539	78570	78571	1
615540	38977	38978	2
616008	101020	101021	2
616021	72559	72560	1
616022	97274	97275	2
616024	270045	270046	2
616025	452420	96271	1
616027	56203	56204	1
616028	65736	65737	2
616576	43229	43230	1
616864	81914	81915	2
616866	44677	44678	2
617161	30495	30496	1
617366	41820	41821	2
617532	43177	43178	2
617696	110906	110907	2
617727	31843	31844	1
617732	111788	111789	2
619015	88974	88975	1
619019	14410	14411	2
619334	44715	44716	1
619335	87203	87204	2
619387	53719	53720	2
619563	67151	67152	2
619962	750119	750120	1
619976	750119	750120	1
619977	31833	31834	2
620040	604126	604127	1
620041	57968	63352	2
620045	19833	19834	2
620203	609349	609350	1
621688	615977	615978	1
621691	118823	118824	2
621780	38466	38467	1
621968	354118	354119	2
623103	550621	550622	1
623342	81620	81621	2
623351	267343	354837	1
623674	31823	44732	2
623828	258278	258280	2
624007	207851	207852	1
624156	110410	101774	2
624380	204139	204140	1
624796	254515	254516	1
624797	44717	44718	2
624911	59638	59639	1
625212	99440	99441	2
625422	31735	31736	1
626021	253515	253516	2
626120	80295	80296	2
626200	626202	626203	1
626554	54412	54413	1
650095	80118	80119	2
650150	54402	54403	1
650160	34682	34683	1
650261	650263	650264	1
650935	11567	82504	1
651225	99051	99052	1
651226	96434	56653	2
651231	45407	45408	1
651232	23584	23585	2
651283	117364	117365	1
652663	80801	80802	1
655803	55830	55831	2
656883	15047	15048	1
656915	271730	271731	1
656916	271728	271729	2
656936	656941	656942	2
656939	281082	281083	1
657099	15857	15858	1
659790	88082	88083	2
661994	57399	51523	1
669137	85362	85363	1
670334	100919	100920	1
671295	36128	36129	2
672704	287986	287987	1
672705	61271	61272	2
674060	38607	38608	1
674061	38613	38614	2
675134	75396	75397	2
675730	675711	675712	2
675759	261217	261218	1
676391	76523	76524	2
676402	38572	38573	2
676577	38584	38585	1
676685	36128	36129	1
676704	38568	38569	2
676799	676801	676802	1
676811	14615	14616	1
677574	75396	75397	1
677575	50956	50957	2
677589	38550	675097	2
677673	284978	284979	1
677674	59620	59621	2
700482	270243	270244	1
700528	79821	79822	2
701323	35311	35312	2
702279	20795	20796	2
710220	200782	33118	2
710223	37305	37306	1
710902	42098	42099	2
711803	711814	711815	2
711905	711877	711878	1
711910	863057	711916	2
711995	714591	714592	1
712005	482875	482876	1
713250	11667	11668	1
713784	713795	713796	2
714625	714636	714637	2
714729	711883	711884	2
714754	714761	714762	2
715073	715080	715081	2
715107	714952	714953	2
715211	715216	715217	2
715237	252381	252382	1
715238	78350	78351	2
715294	863143	863144	2
715297	714912	714913	1
715436	54348	54349	1
716149	95243	95244	1
716178	651988	651989	2
716485	716487	716488	1
716489	712303	712304	1
716495	861988	861989	1
716631	715080	715081	1
716632	861936	861937	2
717225	717227	717228	1
717230	350122	350123	2
750090	30841	30842	1
750199	31735	31736	2
750439	41614	41615	1
750449	268059	268060	2
750582	42564	42565	2
750599	750458	750459	1
750600	18860	74648	2
750638	95582	95583	2
750900	81954	81955	2
751293	253040	253041	2
751304	39085	39086	2
751413	99275	99276	1
752735	34030	34031	2
753022	287305	612820	1
753511	650094	753514	2
800100	56239	56240	1
800500	253014	253015	2
801377	53787	53788	2
802640	87356	87357	1
803249	284971	284972	1
803250	50980	50981	2
804225	61038	61039	1
805130	25683	25684	2
805511	255608	255609	2
806541	806543	36463	1
808940	675711	675712	2
809133	261217	261218	1
809764	27748	27749	2
809902	809904	809905	1
809903	677601	677602	2
827049	715068	715069	2
827838	827840	827841	1
828264	48688	48689	1
828509	253303	253304	1
828510	44717	44718	2
850098	14364	14365	1
850099	75117	75118	2
851775	46248	46249	2
857037	73853	73854	2
858273	42644	24178	2
858517	96595	96596	1
858519	462536	462537	2
858880	62407	62408	1
858881	117941	117942	2
859180	61269	61270	2
861866	711804	711805	2
861896	711804	711805	2
861898	715108	715109	2
861932	861936	861937	1
861938	711814	711815	1
861940	863059	863060	1
861949	714591	714592	2
862032	78352	78353	1
862033	76269	76270	2
862288	624374	624375	2
862771	102277	102278	1
863141	863143	863144	1
863142	863146	863147	2
863210	863212	863213	1
863229	863232	863233	2
863346	714591	714592	1
864340	864342	864343	1
870617	602808	602809	2
10416	10441	10442	2
33789	33822	29504	2
51254	200109	200110	2
95515	95527	42117	1
96992	95527	42117	2
103746	123504	123505	2
132872	132873	132874	2
222394	222397	222398	2
269094	254668	254669	2
606223	93894	93895	2
708967	827838	827839	2
712006	715072	715073	2
10048	10076	10077	1
10051	10082	10083	2
10053	11489	11490	2
10055	38522	38523	2
10056	68736	10089	1
10057	10090	10091	2
10060	10096	10097	1
10065	10104	10105	2
10068	10108	10109	1
10071	25941	25942	2
10073	10114	10115	2
10078	38225	38226	1
10093	10130	45302	2
10095	10134	10135	2
10098	30633	30634	1
10101	32365	32366	2
10111	10148	10149	2
10112	25957	25958	1
10123	10160	10161	2
10133	10172	10173	2
10147	30503	30504	2
10153	83529	83530	2
10367	10397	10398	1
10371	10403	10404	1
10375	10411	10412	1
10376	10413	10414	2
10378	26902	26903	2
10382	83529	83530	2
10384	83523	83524	2
10389	70271	70272	1
10392	10423	10424	2
10394	10427	10428	2
10573	30092	30093	2
10582	15549	15550	1
10599	25941	25942	2
10614	10650	10651	1
10620	10114	10115	1
10622	10660	10661	1
10623	10662	10663	2
10629	11433	11434	2
10642	18161	18162	1
10643	41429	41430	2
10644	18824	18797	1
10652	10678	10679	1
10655	30507	30508	2
10658	18137	18138	1
10659	18153	18154	2
10664	10690	37111	1
10665	33808	33809	2
10668	33464	34145	1
10669	10700	10701	2
10671	44452	44453	2
10672	105634	18258	1
10673	65296	65297	2
10674	10704	10705	1
10680	30873	30874	1
10883	15549	15550	1
10912	252383	252384	2
10913	41429	41430	1
10927	88583	18098	1
10928	30088	30089	2
10929	10991	10992	1
10930	18089	18090	2
10937	40867	40868	1
10939	10999	11000	1
10942	45793	45794	2
10949	69386	59579	1
10950	62025	62026	2
10965	12995	33938	1
10981	11055	11056	1
10986	70271	70272	2
10987	20112	20113	1
10988	29269	29270	2
10994	11515	11516	2
10995	11067	11068	1
11012	11089	11090	2
11016	16058	11096	2
11023	11099	11100	1
11029	32644	32645	1
11038	33810	33811	2
11039	34775	34776	1
11046	18155	18156	2
11062	40867	40868	2
11080	32716	32717	2
11087	30873	30874	1
11267	11276	11277	2
11268	18578	18579	1
11372	30088	30089	2
11376	15549	15550	2
11381	11433	11434	1
11389	11445	11446	1
11405	11473	11474	1
11418	11499	11500	2
11426	11509	11510	2
11470	75506	75507	2
11485	75506	75507	1
11486	11571	11572	2
11494	11577	11578	2
11495	37664	37665	1
11496	37110	37111	2
11502	11585	11586	2
11534	11605	11606	2
11535	58627	58628	1
11560	11631	11632	2
11563	11637	11638	1
11592	11665	11666	2
11594	11669	11670	2
11871	11433	11434	2
11872	11906	11907	1
11898	10114	10115	1
11921	11956	74146	2
11926	11958	11959	1
11938	46410	46411	1
11941	41427	41428	2
11947	54882	54883	2
11961	11988	11989	2
11968	10704	10705	1
11980	12006	12007	1
11981	10712	10713	2
11991	30873	30874	2
11993	12010	12011	2
11995	18153	18154	2
11997	12012	12013	2
12197	18820	18821	2
12206	44365	44366	1
12217	46410	46411	2
12218	12236	12237	1
12222	18155	18156	1
12224	18786	18787	1
12233	41429	41430	2
12235	19671	15327	2
12241	30122	65233	2
12391	14332	14333	1
12407	20112	20113	1
12416	12471	12472	2
12417	12473	12474	1
12423	48851	48852	1
12424	13838	13839	2
12427	41429	41430	1
12442	10712	10713	2
12445	32718	32719	1
12446	12493	12494	2
12455	252383	252384	1
12463	33762	33763	1
12464	12519	12520	2
12476	12535	12536	2
12484	12545	12546	2
12501	57057	57058	1
12505	12561	12562	1
12506	12563	12564	2
12685	12722	12723	2
12741	12754	12755	2
12742	12756	12757	1
12744	11577	11578	1
12749	11473	11474	2
12752	32642	32643	1
12759	12774	12775	2
12765	11149	11150	2
12931	30098	30099	1
12946	18620	18621	2
12959	27708	27709	1
12961	33398	33399	1
12964	12493	12494	2
12968	12997	12998	2
12978	13794	13795	2
12994	34140	34141	2
12996	44312	44313	2
13126	10114	10115	1
13140	13166	13167	1
13142	13170	13171	1
13143	13172	13173	2
13145	13176	13177	2
13151	65296	65297	2
13152	13184	13185	1
13153	13186	13187	2
13158	13196	21180	1
13162	35713	16835	1
13164	13204	13205	1
13168	14408	61035	1
13174	13216	13217	1
13175	13218	13219	2
13179	10114	10115	2
13199	13236	13237	2
13201	13238	13239	2
13203	41822	41823	2
13210	34142	34143	1
13211	33774	33775	2
13330	13359	13360	2
13353	30122	65233	1
13356	19671	15327	2
13362	46412	46413	2
13364	13393	13394	2
13368	13397	13398	2
13372	13401	13402	2
13386	13412	13413	2
13389	29333	29334	1
13396	74774	74775	2
13399	32716	32717	1
13406	13432	13433	2
13407	13434	13435	1
13511	13539	13540	1
13538	13567	13568	2
13563	34771	34772	1
13564	16798	16799	2
13574	13599	13600	2
13575	13601	13602	1
13579	11099	11100	1
13590	13611	13612	2
13605	11473	11474	1
13768	13794	13795	1
13769	13796	13797	2
13793	13830	13831	2
13799	27121	27122	2
13805	13842	34143	2
13807	57958	57959	2
13810	16798	16799	1
13812	13850	13851	1
13813	68507	68508	2
13820	34164	34165	1
13821	33842	33843	2
13823	34684	34685	2
13849	34684	34685	2
13855	13882	13883	2
13981	13995	13996	1
13994	677588	677589	2
13997	33484	33485	1
13998	21635	21636	2
13999	20827	20828	1
14003	77494	77495	1
14004	253188	253189	2
14006	45440	45441	2
14010	32708	32709	2
14049	14058	14059	2
14140	14184	14185	2
14182	14242	14243	1
14203	32564	32565	2
14224	14310	14311	1
14257	30559	14341	2
14263	14342	14343	2
14265	35713	16835	2
14266	14344	14345	1
14268	14348	14349	1
14269	11003	34609	2
14275	14352	14353	2
14276	32550	32551	1
14294	33758	33759	1
14307	29279	29280	2
14312	14390	14391	1
14354	29403	29404	1
14363	30827	30828	2
14373	51528	51529	2
14375	10660	10661	2
14381	39013	39014	2
14383	31719	31720	2
14400	16862	16863	1
14432	35774	35775	1
14437	14476	14477	2
14558	29269	29270	2
14589	14605	14606	1
14592	80340	80341	2
14595	65898	65899	1
14603	33428	33429	1
14604	65898	65899	2
14696	30092	30093	1
14707	10397	10398	2
14731	25957	25958	2
14734	35713	16835	1
14867	30319	30320	1
14938	14987	14988	2
14984	41631	41632	2
14993	15041	15042	1
15013	46705	46706	1
15067	15107	15108	1
15068	15109	15110	2
15257	51775	51776	2
15262	15292	15293	1
15277	15308	15309	2
15303	15340	15341	2
15324	10704	10705	1
15357	15402	15403	2
15361	37664	37665	2
15529	18578	18579	1
15530	18181	18182	2
15534	15549	15550	2
15546	18139	18140	2
15551	30096	70266	1
15552	18181	18182	2
15636	15648	49947	1
15637	15650	15651	2
15653	15666	15667	2
15654	16311	15669	1
15657	21637	21638	2
15661	21528	73981	2
15671	15674	15675	2
15755	56229	56230	1
15763	15799	15800	1
15765	15803	15804	1
15773	33754	33755	1
15781	15825	15826	1
15783	15829	15830	1
15784	15831	15832	2
15792	51490	51491	2
15814	18279	18280	2
16023	30092	30093	2
16029	68736	10089	2
16042	36990	34101	1
16043	36992	36993	2
16047	16058	16059	2
16048	29351	29352	1
16049	16060	16061	2
16169	27684	16208	1
16201	70271	70272	1
16204	16241	16242	2
16209	34104	34105	1
16210	10076	10077	2
16215	88583	18098	1
16220	16253	301108	2
16221	36104	36105	1
16240	25957	25958	2
16249	16287	16288	1
16260	15869	15870	2
16264	16305	16306	2
16274	16311	16312	2
16309	12012	12013	1
16458	105634	18258	2
16459	18824	18797	1
16466	29357	29358	2
16467	29357	29358	1
16468	29359	29360	2
16678	49018	49019	1
16686	32728	32729	1
16687	30587	30588	2
16688	16746	16747	1
16691	37331	37332	2
16721	16792	16793	2
16729	16798	16799	2
16731	16802	24188	2
16733	33762	33763	2
16734	10076	10077	1
16737	33404	50631	2
16750	16818	16819	1
16757	16830	16831	2
16759	35713	16835	2
16765	61092	16845	2
16769	16830	16831	2
16772	65284	65285	1
16782	74774	74775	1
16790	33955	33956	1
16794	34684	34685	1
16797	33953	33954	2
16812	16862	16863	1
16817	34684	34685	2
16821	34168	34169	2
16829	32798	32799	2
16833	16878	16879	2
16843	34140	34141	2
16847	33810	33811	2
17020	38522	38523	1
17029	34886	34887	2
17041	33810	33811	2
17044	17060	17061	1
17047	17064	17065	2
17052	35030	35031	1
17063	35038	35039	2
17067	37110	37111	2
17165	25846	25847	1
17171	17195	17196	1
17184	16878	16879	2
17187	30873	30874	1
17201	17213	17214	1
17202	16297	16298	2
17210	10712	10713	2
17216	105634	18258	2
17420	58237	58238	2
17522	17530	17531	1
17529	29501	13996	2
17582	17587	67891	2
17586	57930	209159	2
17627	10423	10424	2
17811	34594	34595	2
17814	57067	57068	1
17815	29633	29634	2
18061	18089	18090	1
18070	88583	18098	2
18081	88583	18098	1
18094	18137	18138	2
18095	18139	18140	1
18100	18149	18150	2
18102	16058	16059	2
18103	18153	18154	1
18104	18155	18156	2
18107	18161	18162	1
18113	11139	18202	1
18117	18179	49704	1
18120	18183	14753	2
18134	18149	18150	2
18135	18149	18150	1
18136	11139	18202	2
18141	18149	18150	1
18159	18149	18150	1
18164	18237	18238	2
18178	105634	18258	2
18190	18279	18280	2
18255	18149	18150	1
18563	18620	18621	2
18564	30092	30093	1
18568	18586	18587	1
18581	18604	18605	2
18584	50062	50063	1
18590	18161	18162	1
18592	18616	18617	1
18593	18618	18619	2
18596	18620	18621	1
18611	18634	18635	2
18613	11139	18202	2
18789	18824	18797	2
18790	18824	18797	1
18968	253008	253087	2
18981	30092	30093	1
18996	19001	13831	2
19093	19148	19149	2
19095	61987	61988	2
19097	206136	206137	2
19102	51843	51844	1
19103	19154	19155	2
19118	19178	19179	1
19119	19180	19181	2
19142	19200	19201	1
19166	19232	19233	1
19168	19234	19235	1
19169	30423	30424	2
19197	77189	77190	2
19385	23590	23591	1
19390	83523	83524	2
19493	49018	49019	2
19507	80340	80341	2
19537	19540	19541	2
19627	13830	13831	1
19655	19717	19718	1
19656	19719	19720	2
19686	19761	19762	2
19713	39764	39765	1
19725	56626	56627	1
19726	19815	19816	2
20091	30098	30099	2
20101	10905	10906	2
20104	20112	20113	1
20251	20266	54871	2
20256	30807	30808	1
20257	15835	15836	2
20258	30827	30828	1
20259	13196	21180	2
20262	11003	34609	1
20274	20284	20285	1
20276	20286	20287	1
20279	20290	20291	2
20283	20294	20295	2
20289	20300	20301	2
20352	20361	20362	2
20367	29355	29356	1
20442	20112	20113	1
20443	29269	29270	2
20518	54870	54871	2
20521	13196	21180	1
20522	30827	30828	2
20617	57391	57392	2
20625	34749	34750	2
20687	30641	30642	1
20689	62168	62169	1
20693	20701	20702	1
20695	20705	20706	1
20704	50159	50160	2
20770	80340	80341	2
20787	57966	57967	1
20790	20807	20808	2
20791	57391	57392	1
20801	20821	20822	1
20809	20827	20828	1
20818	20831	20832	2
20819	33955	33956	1
20871	30507	45412	2
20969	12493	12494	1
20974	20975	20976	2
21028	30827	30828	1
21029	12515	12516	2
21043	18161	18162	2
21045	21048	21049	2
21145	10999	11000	1
21161	32660	32661	1
21175	21179	21180	1
21233	10114	10115	2
21296	30611	30612	2
21299	53709	53710	1
21455	68511	68512	2
21457	49146	49147	2
21486	30106	30107	1
21507	33354	33355	2
21521	11149	11150	2
21522	44312	44313	1
21525	34771	34772	2
21526	18634	18635	1
21533	34684	34685	2
21599	21635	21636	1
21600	33484	33485	2
21603	58623	58624	1
21621	29375	21634	1
21622	83529	83530	2
21628	33284	33285	2
21629	21635	21636	1
21632	65284	65285	2
21767	13218	13219	2
21779	11089	11090	2
21906	21908	21909	1
21907	30423	30424	2
22027	33300	33301	1
22033	22039	22040	1
22041	49327	49328	1
22200	26185	26186	1
22218	33762	33763	1
22244	55406	55407	1
22245	22276	22277	2
22273	30855	30856	2
22285	16802	24188	2
22462	22482	22483	1
22543	19234	23243	1
22544	60307	60308	2
22556	56612	56613	2
22677	22704	22705	2
22683	11577	11578	2
22700	22728	22729	1
22701	22730	22731	2
22733	22478	22479	2
22818	22825	22826	2
22828	33452	52451	2
22995	23029	23030	1
23031	81398	81399	1
23183	19234	23243	2
23191	36837	36838	2
23240	60928	60929	1
23241	30619	30620	2
23247	24551	102820	2
23249	39597	23873	2
23252	17054	17055	1
23288	23332	23333	1
23289	70267	70268	2
23299	10979	10980	2
23562	11906	11907	1
23570	18578	18579	1
23576	23602	23603	1
23579	33945	33946	2
23724	19186	19187	1
23787	57391	57392	2
23792	46254	23843	1
23793	30625	30626	2
23808	51739	51740	1
23828	53246	53247	1
23854	23892	23893	1
23857	52168	52169	2
23895	23908	23909	2
23898	23914	23915	1
23899	16878	16879	2
24032	35255	35256	2
24035	24085	24086	1
24088	49311	39586	2
24091	12503	12504	1
24092	32588	32589	2
24120	24169	24170	2
24122	24173	24174	2
24125	24179	24180	1
24126	24181	24182	2
24128	24185	24186	2
24129	38951	38952	1
24130	24187	301113	2
24131	24189	24190	1
24194	24219	24220	2
24279	14332	14333	1
24280	46412	46413	2
24466	34749	34750	2
24482	24547	24548	2
24485	24551	102820	1
24530	33955	33956	2
24543	30469	30470	1
24563	24605	24606	1
24573	200214	200215	1
24581	29359	29360	1
24590	18149	18150	2
24619	35038	35039	1
24872	54598	54599	1
24873	68410	68411	2
24902	16878	16879	1
24904	48245	48246	1
24906	24930	24931	1
25094	33456	33457	2
25100	34956	34957	2
25112	25115	25116	2
25296	49311	39586	1
25298	61004	61005	1
25398	250183	250184	2
25402	202929	202930	2
25409	61074	14431	1
25516	51462	51463	2
25525	21151	21152	1
25529	51424	51425	1
25667	12473	12474	1
25673	61291	61292	1
25674	25699	25700	2
25709	76537	76538	1
25830	25846	25847	1
25834	25850	25851	1
25835	65196	65197	2
25836	65744	65745	1
25839	35251	35252	2
25932	25941	25942	2
25952	25957	25958	2
25954	54882	54883	2
25959	25965	25966	1
25960	25967	25968	2
26099	25965	25966	1
26100	26139	26140	2
26143	11445	11446	1
26153	35255	35256	1
26154	26185	26186	2
26157	60305	10976	1
26160	203180	203181	2
26173	60307	60308	1
26199	26221	26222	1
26208	13794	13795	2
26302	26317	26318	2
26315	10977	10978	1
26323	18634	18635	1
26429	26436	26437	2
26434	11631	11632	1
26493	26495	26496	1
26497	51865	51866	1
26589	26612	26613	2
26595	51462	51463	2
26602	95306	26625	1
26622	25523	25524	1
26817	14969	14970	2
26819	42658	42659	2
26821	26858	26859	2
26855	50952	50953	2
26875	29511	26895	2
26878	26896	45873	1
26882	25969	25970	1
26883	26902	26903	2
26887	15674	15675	2
27069	252383	252384	1
27072	61092	16845	2
27074	33354	33355	2
27098	18181	18182	2
27100	50062	50063	2
27105	27119	27120	1
27106	27121	27122	2
27107	18161	18162	1
27110	18137	18138	2
27113	18149	18150	1
27116	18263	27130	2
27118	70285	70286	2
27214	10905	10906	2
27386	59306	59307	1
27388	23914	23915	1
27389	21637	21638	2
27391	50311	50312	2
27393	50311	50312	2
27407	27412	27413	2
27408	32598	32599	1
27409	49333	49334	2
27410	23914	23915	1
27434	18155	18156	2
27515	27530	27531	2
27529	39236	39237	2
27532	27544	27545	1
27652	37664	37665	1
27683	23908	23909	2
27685	27708	27709	2
27691	14332	14333	2
27692	32708	32709	1
27934	46705	46706	1
27948	25675	25676	1
28043	12997	12998	1
28123	55011	55012	2
28138	50159	50160	1
28139	28156	28157	2
28142	34148	34149	1
28145	57942	57943	2
28155	52500	52501	2
28164	28168	28169	1
28165	60493	44239	2
28374	12535	12536	2
28396	30631	30632	2
28399	28461	28462	1
28419	28483	28484	1
28421	69384	69385	1
28476	28523	28524	2
28614	28624	28625	1
28615	32662	32663	2
28617	37995	37996	2
28840	28867	28868	2
28862	253008	253087	2
28864	19232	19233	2
28865	19232	19233	1
28899	12563	12564	1
28901	59180	59181	1
28999	39567	39568	2
29034	58661	58662	1
29035	29441	29442	2
29046	13844	13845	1
29107	36252	36253	1
29166	29221	29222	2
29177	29243	29244	1
29180	29249	29250	2
29181	50632	50633	1
29186	34409	34410	2
29188	29259	29260	2
29199	29269	29270	1
29231	29319	29320	1
29236	29333	29334	2
29240	29355	29356	2
29246	37664	37665	2
29248	29361	29362	2
29253	44312	44313	1
29254	29359	29360	2
29255	74338	74339	1
29261	29375	29376	1
29284	29403	29404	2
29285	29405	29406	1
29313	29449	29450	1
29322	29465	29466	2
29348	50632	50633	2
29350	29501	29502	2
29369	29357	29358	1
29379	29357	29358	1
29381	33804	33805	1
29382	29357	29358	2
29384	18237	18238	2
29410	29403	29404	2
29415	29403	29404	1
29427	29581	29582	1
29429	25967	25968	1
29470	29633	29634	2
30062	30088	30089	1
30065	30092	30093	2
30069	30098	30099	2
30070	30100	30101	1
30073	10704	10705	2
30074	30106	30107	1
30076	29243	29244	1
30077	30110	30111	2
30087	40865	40866	2
30090	88583	18098	1
30091	30122	65233	2
30097	15674	15675	2
30104	30132	30133	1
30112	80340	80341	1
30115	30319	30320	2
30118	18153	18154	1
30119	30144	30145	2
30142	30168	30169	1
30272	30319	30320	2
30278	10108	10109	2
30287	30335	30336	1
30327	54874	54875	1
30337	30409	30410	1
30341	30415	30416	1
30345	45515	45516	1
30346	61060	61061	2
30354	30439	62811	2
30356	30443	30444	2
30358	30447	30448	2
30360	68155	68156	2
30361	30451	30452	1
30398	65234	65235	2
30402	30507	30508	2
30404	30511	30512	2
30413	30807	30808	1
30414	30619	30620	2
30419	21908	21909	1
30421	30537	30538	1
30453	30587	30588	1
30454	30589	30590	2
30468	30603	30604	2
30475	30611	30612	1
